criticID,googleID,stars,link,publisher,name
avola,32,3,Helsingin Sanomat 28.2.2020,Helsingin Sanomat,Pertti Avola
hwRehnstöm,32,3,Turun Sanomat 28.2.2020,Turun Sanomat,Henri Waltter Rehnström
kristerUggedal,32,3,Hufvudstadsbladet 28.2.2020,Hufvudstadsbladet,Krister Uggeldahl
heikkiIkonen,32,3,Hämeen Sanomat 28.2.2020,Hämeen Sanomat,Heikki Ikonen
mariaLättilä,32,3,https://www.episodi.fi/elokuvat/eramaan-kutsu/,Episodi,Maria Lättilä
anttiSelkokari,32,2.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/sisainen-susi-nayttaa-tien-lellitylle-koiralle-jack-london-filmatisoinnissa-eramaan-kutsu/,Kulttuuritoimitus.fi,Antti Selkokari
akiLehti,32,2.5,https://muropaketti.com/elokuvat/arvostelu-harrison-fordin-tahdittama-eramaan-kutsu-olisi-toiminut-paremmin-animaationa/,Muropaketti,Aki Lehti
jussiHuhtala,32,3,Episodi 4/2020,Episodi,Jussi Huhtala
nikoIkonen,32,3,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,32,3,Episodi 4/2020,Episodi,Hannu Liekso
jesseRaatikainen,32,3,Episodi 4/2020,Episodi,Jesse Raatikainen
janneKaakko,33,3,Aamulehti 28.2.2020,Aamulehti,Janne Kaakko
kariSalminen,33,2,Turun Sanomat 28.2.2020,Turun Sanomat,Kari Salminen
jussiUPellonpää,33,4,Forssan Lehti 28.2.2020,Forssan Lehti,Jussi U. Pellonpää
martinaMolisMelberg,33,3,Hufvudstadsbladet 28.2.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
timoAlho,33,3,Etelä-Saimaa 28.2.2020,Etelä-Saimaa,Timo Alho
mariaLättilä,33,3,https://www.episodi.fi/elokuvat/sonic-the-movie/,Episodi,Maria Lättilä
aleksiLeskinen,33,2,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/videopelisankarin-oma-elokuva-sonic-the-movie-lupailee-hurjaa-kyytia-mutta-meinaa-hyytya-lenkkipolulle/,Kulttuuritoimitus.fi,Aleksi Leskinen
akiLehti,33,2,https://muropaketti.com/elokuvat/arvostelu-jim-carrey-loistaa-muuten-kovin-keskinkertaisen-sonic-the-movien-ilkiona/,Muropaketti,Aki Lehti
jussiHuhtala,33,3,Episodi 4/2020,Episodi,Jussi Huhtala
nikoIkonen,33,3,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,33,3,Episodi 4/2020,Episodi,Hannu Liekso
avola,34,2,Helsingin Sanomat 28.2.2020,Helsingin Sanomat,Pertti Avola
hwRehnstöm,34,5,Turun Sanomat 28.2.2020,Turun Sanomat,Henri Waltter Rehnström
jussiVirratvuori,34,3,Etelä-Suomen Sanomat 28.2.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
kristerUggedal,34,3,Hufvudstadsbladet 28.2.2020,Hufvudstadsbladet,Krister Uggeldahl
jouniVikman,34,4,https://www.episodi.fi/elokuvat/the-invisible-man/,Episodi,Jouni Vikman
kaarinaLehtisalo,34,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/the-invisible-manin-paaroolissa-on-nyt-nainen-elisabeth-moss-kamppailee-nakymatonta-uhkaa-vastaan/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
marttaKaukonen,34,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/onkos-se-offred-elisabeth-mossin-rooli-invisible-man,Me Naiset,Martta Kaukonen
helinäLaajalahti,34,3,https://muropaketti.com/elokuvat/arvostelu-the-handmaids-tale-sarjasta-tuttu-elisabeth-moss-kannattelee-the-invisible-man-kauhuelokuvaa-hienosti/,Muropaketti,Helinä Laajalahti
nikoIkonen,34,4,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,34,3,Episodi 4/2020,Episodi,Hannu Liekso
mariaLättilä,34,4,Episodi 4/2020,Episodi,Maria Lättilä
vpLehtonen,35,2,Helsingin Sanomat 28.2.2020,Helsingin Sanomat,Veli-Pekka Lehtonen
päiviValotie,35,3,Turun Sanomat 28.2.2020,Turun Sanomat,Päivi Valotie
jussiVirratvuori,35,5,Etelä-Suomen Sanomat 28.2.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
kristerUggedal,35,4,Hufvudstadsbladet 28.2.2020,Hufvudstadsbladet,Krister Uggeldahl
martaBalaga,35,3,https://www.episodi.fi/elokuvat/erityiset/,Episodi,Marta Balaga
nikoIkonen,35,3,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,35,3,Episodi 4/2020,Episodi,Hannu Liekso
avola,36,2,Helsingin Sanomat 28.2.2020,Helsingin Sanomat,Pertti Avola
pekkaEronen,36,2,Aamulehti 28.2.2020,Aamulehti,Pekka Eronen
kariSalminen,36,1,Turun Sanomat 28.2.2020,Turun Sanomat,Kari Salminen
marttaKaukonen,36,2,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/tanaan-ensi-iltaan-tulee-thaimaan-luolapelastuksesta-kertova,Me Naiset,Martta Kaukonen
susannaKarhapää,37,2,Helsingin Sanomat 14.2.2020,Helsingin Sanomat,Susanna Karhapää
hwRehnstöm,37,2,Turun Sanomat 14.2.2020,Turun Sanomat,Henri Waltter Rehnström
nikoIkonen,37,2,https://www.episodi.fi/elokuvat/vihanpidot/,Episodi,Niko Ikonen
avola,38,2,Helsingin Sanomat 20.12.2019,Helsingin Sanomat,Pertti Avola
heini lehtosalo,38,3,Eeva 1/2020,Eeva,Heini Lehtosalo
juhoTyppo,39,3,Helsingin Sanomat 10.1.2020,Helsingin Sanomat,Juho Typpö
pekkaEronen,39,4,Aamulehti 10.1.2020,Aamulehti,Pekka Eronen
kariSalminen,39,2,Turun Sanomat 10.1.2020,Turun Sanomat,Kari Salminen
olli-mattiOinonen,39,5,Etelä-Suomen Sanomat 10.1.2020,Etelä-Suomen Sanomat,Olli-Matti Oinonen
martinaMolisMelberg,39,2,Hufvudstadsbladet 10.1.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
timoAlho,39,4,Kymen Sanomat 10.1.2020,Kymen Sanomat,Timo Alho
riittaLehtimäki,39,5,Eeva 1/2020,Eeva,Riitta Lehtimäki
jussiHuhtala,39,4,https://www.episodi.fi/elokuvat/jojo-rabbit/,Episodi,Jussi Huhtala
valeriMörttinen,39,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/sympaattinen-komedia-juutalaisvainoista-jojo-rabbit-jaa-siita-mita-disneymainen-hitler-tarina-voisi-olla/,Kulttuuritoimitus.fi,Valtteri Mörttinen
nikoIkonen,39,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/onnistunutta-huumoria-vaikeasta-aiheesta-ensi-iltaelokuva-jojo,Me Naiset,Niko Ikonen
helinäLaajalahti,39,4,https://muropaketti.com/elokuvat/arvostelu-jojo-rabbit-on-onnistunut-hitler-komedia-taika-waititin-satiiri-nauraa-maailman-pahuudelle-pain-naamaa/,Muropaketti,Helinä Laajalahti
sebastianGranskog,39,4,Vasabladet 10.1.2020,Vasabladet,Sebastian Granskog
hannuBjörkbacka,39,3,Keskipohjanmaa 18.1.2020,Keskipohjanmaa,Hannu Björkbacka
hannuLiekso,39,4,Episodi 1/2020,Episodi,Hannu Liekso
mariaLättilä,39,3,Episodi 1/2020,Episodi,maria Lättilä
jesseRaatikainen,39,4,Episodi 1/2020,Episodi,Jesse Raatikainen
jouniVikman,39,4,Episodi 1/2020,Episodi,Jouni Vikman
martaBalaga,39,4,Episodi 2/2020,Episodi,Marta Balaga
kristerUggedal,40,1,Hufvudstadsbladet 17.1.2020,Hufvudstadsbladet,Krister Uggeldahl
timoAlho,40,1,Kymen Sanomat 17.1.2020,Kymen Sanomat,Timo Alho
tr,40,2,Seiska 3/2020,Seiska,T R
jussiHuhtala,40,2,https://www.episodi.fi/elokuvat/bad-boys-for-life/,Episodi,Jussi Huhtala
anttiSelkokari,40,4,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/moottorien-ulvontaa-aseiden-pauketta-ja-mieshormonien-loisketta-bad-boys-for-life-on-hyvaa-roskaa/,Kulttuuritoimitus.fi,Antti Selkokari
akiLehti,40,3,https://muropaketti.com/elokuvat/arvostelu-bad-boys-for-life-on-yllattaen-elokuvasarjan-paras-osa/,Muropaketti,Aki Lehti
juhoTyppo,40,3,Helsingin Sanomat 17.1.2020,Helsingin Sanomat,Juho Typpö
janneKaakko,40,2,Aamulehti 17.1.2020,Aamulehti,Janne Kaakko
kariSalminen,40,2,Turun Sanomat 17.1.2020,Turun Sanomat,Kari Salminen
jussiUPellonpää,40,3,Forssan Lehti 17.1.2020,Forssan Lehti,Jussi U. Pellonpää
nikoIkonen,40,3,Episodi 2/2020,Episodi,Niko Ikonen
hannuLiekso,40,2,Episodi 2/2020,Episodi,Hannu liekso
jesseRaatikainen,40,2,Episodi 2/2020,Episodi,Jesse Raatikainen
jouniVikman,40,3,Episodi 2/2020,Episodi,Jouni Vikman
juhoTyppo,41,2,Helsingin Sanomat 17.1.2020,Helsingin Sanomat,Juho Typpö
anttiSelkokari,41,2,Aamulehti 17.1.2020,Aamulehti,Antti Selkokari
kariSalminen,41,4,Turun Sanomat 17.1.2020,Turun Sanomat,Kari Salminen
jussiVirratvuori,41,5,Etelä-Suomen Sanomat 17.1.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
martinaMolisMelberg,41,2,Hufvudstadsbladet 17.1.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
heikkiIkonen,41,4,Hämeen Sanomat 17.1.2020,Hämeen Sanomat,Heikki Ikonen
timoAlho,41,4,Kymen Sanomat 17.1.2020,Kymen Sanomat,Timo Alho
ek,41,4,Seiska 3/2020,Seiska,E K
hannuLiekso,41,4,https://www.episodi.fi/elokuvat/helene/,Episodi,Hannu Liekso
kaarinaLehtisalo,41,2.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/helene-schjerfbeckista-kertovassa-helene-elokuvassa-nostetaan-esiin-taiteilijan-suhde-einar-reuteriin/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
marttaKaukonen,41,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/katsoimme-helene-schjerfbeckista-kertovan-ensi-iltaelokuvan-ja,Me Naiset,Martta Kaukonen
klasFransberg,41,4,Vasabladet 17.1.2020,Vasabladet,Klas Fransberg
hannuBjörkbacka,41,5,Keskipohjanmaa 19.1.2020,Keskipohjanmaa,Hannu Björkbacka
kalleKinnunen,41,2,Suomen Kuvalehti 3/2020,Suomen Kuvalehti,Kalle Kinnunen
jussiHuhtala,41,3,Episodi 1/2020,Episodi,Jussi Huhtala
jesseRaatikainen,41,2,Episodi 2/2020,Episodi,Jesse Raatikainen
nikoIkonen,41,3,Episodi 2/2020,Episodi,Niko Ikonen
riittaLehtimäki,42,5,Eeva 4/2020,Eeva,Riitta Lehtimäki
jussiHuhtala,42,4,https://www.episodi.fi/elokuvat/nakemiin-neuvostoliitto/,Episodi,Jussi Huhtala
aa,42,3,Seiska,Seiska,Atte Alhainen
nikoIkonen,42,4,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/saako-karuista-neuvostoajoista-vitsailla-tietenkin-saa,Me Naiset,Niko Ikonen
tuomasRantanen,42,4,https://voima.fi/kulttuuriartikkeli/nakemiin-neuvostoliitto-elokuvassa-kuvataan-ohjaaja-lauri-randlan-lapsuudenmuistoja-romahtavan-suurvallan-raunioilta/,Voima,Tuomas Rantanen
jussiUPellonpää,42,4,Forssan Lehti 7.8.2020,Forssan Lehti,Jussi U. Pellonpää
heikkiIkonen,42,4,Hämeen Sanomat 10.7.2020,Hämeen Sanomat,Heikki Ikonen
hannuBjörkbacka,42,3,Keskipohjanmaa 17.7.2020,Keskipohjanmaa,Hannu Björkbacka
martaBalaga,42,2,Episodi 1/2021,Episodi,Marta Balaga
hannuLiekso,42,3,Episodi 1/2021,Episodi,Hannu Liekso
sannaWirratvuori,43,4,Eeva 4/2020,Eeva,Sanna Wirtavuori
kalleKinnunen,43,3,Suomen Kuvalehti 12/2020,Suomen Kuvalehti,Kalle Kinnunen
nikoIkonen,43,3,Episodi 3/2020,Episodi,Niko Ikonen
hannuLiekso,43,3,Episodi 3/2020,Episodi,Hannu Liekso
jouniVikman,43,3,Episodi 3/2020,Episodi,Jouni Vikman
hemanus,44,4,Eeva 4/2020,Eeva,Hemanus
miiaVistilä,44,4,https://voima.fi/kulttuuriartikkeli/voiko-ihmisen-tuntea-vain-tavaroidun-ja-dokumentoidun-historian-perusteella-neiti-aika-on-dokumentti-sukunsa-viimeisesta-naisesta/,Voima,Mia Vistilä
jussiAhlroot,44,4,Helsingin Sanomat 21.8.2020,Helsingin Sanomat,Jussi Ahlroot
janneKaakko,44,4,Aamulehti 21.8.2020,Aamulehti,Janne Kaakko
päiviValotie,44,3,Turun Sanomat 21.8.2020,Turun Sanomat,Päivi Valotie
kristerUggedal,44,4,Hufvudstadsbladet 21.8.2020,Hufvudstadsbladet,Krister Uggedal
nikoIkonen,44,4,https://www.episodi.fi/elokuvat/neiti-aika/,Episodi,Niko Ikonen
hannuBjörkbacka,44,4,Keskipohjanmaa 11.9.2020,Keskipohjanmaa,Hannu Björkbacka
martaBalaga,44,4,Episodi 4/2020,Episodi,Marta Balaga
hannuLiekso,44,4,Episodi 4/2020,Episodi,Hannu Liekso
avola,45,2,Helsingin Sanomat 17.1.2020,Helsingin Sanomat,Pertti Avola
hwRehnstöm,45,1,Turun Sanomat 17.1.2020,Turun Sanomat,Henri Waltter Rehnström
jussiVirratvuori,45,2,Etelä-Suomen Sanomat 17.1.2020,Etelä-Suomen Sanomat,Jussi Virratvuori
jussiUPellonpää,45,2,Forssan Lehti 17.1.2020,Forssan Lehti,Jussi U. Pellonpää
kristerUggedal,45,2,Hufvudstadsbladet 17.1.2020,Hufvudstadsbladet,Krister Uggeldahl
timoAlho,45,3,Kymen Sanomat 17.1.2020,Kymen Sanomat,Timo Alho
nikoIkonen,45,2,https://www.episodi.fi/elokuvat/elaintohtori-dolittle/,Episodi,Niko Ikonen
helinäLaajalahti,45,2,https://muropaketti.com/elokuvat/arvostelu-elaintohtori-dolittle-on-iron-man-tahti-robert-downey-jr-n-uran-turhimpia-elokuvia/,Muropaketti,Helinä Laajalahti
martaBalaga,45,1,Episodi 2/2020,Episodi,Marta Balaga
hannuLiekso,45,2,Episodi 2/2020,Episodi,Hannu liekso
jesseRaatikainen,45,3,Episodi 2/2020,Episodi,Jesse Raatikainen
martaBalaga,46,1,https://www.episodi.fi/elokuvat/samsam/,Episodi,Marta Balaga
mariaLättilä,47,1,https://www.episodi.fi/elokuvat/brahms-the-boy-ii/,Episodi,Maria Lättilä
mariaLättilä,48,3,https://www.episodi.fi/elokuvat/maryam/,Episodi,Maria Lättilä
jouniVikman,49,3,https://www.episodi.fi/elokuvat/nakemiin-professori/,Episodi,Jouni Vikman
aa,49,4,Seiska,Seiska,Atte Alhainen
marttaKaukonen,49,1.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/onko-tassa-johnny-deppin-huonoin-elokuva-nakemiin-professori,Me Naiset,Martta Kaukonen
helinäLaajalahti,49,2,https://muropaketti.com/elokuvat/elokuva-arvostelut/arvostelu-johnny-deppin-tahdittama-nakemiin-professori-on-tasapaksu-ja-muovinen-draamakomedia-syopaan-kuolevasta-opettajasta/,Muropaketti,Helinä Laajalahti
eijaNiskanen,50,5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/cinema-orion-toi-pride-viikolle-japanilaisen-gay-boy-kuvauksen-funeral-parade-of-rosesin/,Kulttuuritoimitus.fi,Eija Niskanen
eijaNiskanen,51,3.5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/pieni-punainen-luotaa-taistolaisuuden-varjoon-jaanytta-1960-70-lukujen-maolaista-liiketta-suomessa/,Kulttuuritoimitus.fi,Eija Niskanen
nikoIkonen,52,4,https://www.episodi.fi/elokuvat/the-outpost/,Episodi,Niko Ikonen
jl,53,3,Katso 29/2020,Katso,J L
aa,54,4,Katso 30/2020,Katso,Atte Alhainen
nikoIkonen,54,3,https://www.episodi.fi/elokuvat/kesamaa/,Episodi,Niko Ikonen
leenaVirtanen,54,3,Helsingin Sanomat 24.7.2020,Helsingin Sanomat,Leena Virtanen
jl,55,3,Katso 30/2020,Katso,J L
jussiUPellonpää,55,3,Forssan Lehti 7.8.2020,Forssan Lehti,Jussi U. Pellonpää
avola,55,3,Helsingin Sanomat 24.7.2020,Helsingin Sanomat,Pertti Avola
heikkiIkonen,55,4,Hämeen Sanomat 24.7.2020,Hämeen Sanomat,Heikki Ikonen
martaBalaga,55,3,Episodi 4/2020,Episodi,Marta Balaga
jussiHuhtala,55,4,Episodi 4/2020,Episodi,Jussi Huhtala
nikoIkonen,55,4,Episodi 4/2020,Episodi,Niko Ikonen
hannuLiekso,55,4,Episodi 4/2020,Episodi,Hannu Liekso
jesseRaatikainen,55,5,Episodi 4/2020,Episodi,Jesse Raatikainen
jouniVikman,55,3,Episodi 4/2020,Episodi,Jouni Vikman
aa,56,3,Katso 29/2020,Katso,Atte Alhainen
avola,57,1,Helsingin Sanomat 10.1.2020,Helsingin Sanomat,Pertti Avola
hwRehnstöm,57,1,Turun Sanomat 10.1.2020,Turun Sanomat,Henri Waltter Rehnström
jarnoLindemark,57,1,Etelä-Suomen Sanomat 10.1.2020,Etelä-Suomen Sanomat,Jarno Lindemark
jussiUPellonpää,57,1,Forssan Lehti 10.1.2020,Forssan Lehti,Jussi U. Pellonpää
kristerUggedal,57,2,Hufvudstadsbladet 10.1.2020,Hufvudstadsbladet,Krister Uggeldahl
timoAlho,57,2,Kymen Sanomat 10.1.2020,Kymen Sanomat,Timo Alho
jouniVikman,57,2,https://www.episodi.fi/elokuvat/the-grudge/,Episodi,Jouni Vikman
nikoIkonen,57,1,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/vuosi-vasta-alussa-mutta-yksi-leffa-floppaa-jo-nyt-ja-pahasti,Me Naiset,Niko Ikonen
akiLehti,57,2,https://muropaketti.com/elokuvat/arvostelu-the-grudge-2020/,Muropaketti,Aki Lehti
hannuLiekso,57,2,Episodi 2/2020,Episodi,Hannu Liekso
antonVanhaMajamaa,58,4,Helsingin Sanomat 17.1.2020,Helsingin Sanomat,Anton Vanha-Majamaa
päiviValotie,58,3,Turun Sanomat 17.1.2020,Turun Sanomat,Päivi Valotie
jarnoLindemark,58,2,Etelä-Suomen Sanomat 17.1.2020,Etelä-Suomen Sanomat,Jarno Lindemark
martinaMolisMelberg,58,3,Hufvudstadsbladet 17.1.2020,Hufvudstadsbladet,Martina Moliis-Mellberg
jouniVikman,58,3,https://www.episodi.fi/elokuvat/bad-boys-for-life/,Episodi,Jouni Vikman
marttaKaukonen,58,4.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/olisiko-tassa-uusi-call-me-your-name-ensi-iltaleffa-tarjoilee,Me Naiset,Martta Kaukonen
martaBalaga,58,3,Episodi 1/2020,Episodi,Marta Balaga
nikoikonen,58,3,Episodi 1/2020,Episodi,Niko Ikonen
hannuLiekso,58,1,Episodi 2/2020,Episodi,Hannu liekso
vpLehtonen,59,4,Helsingin Sanomat 27.12.2019,Helsingin Sanomat,Veli-Pekka Lehtonen
pekkaEronen,59,5,Aamulehti 27.12.2019,Aamulehti,Pekka Eronen
klasFransberg,59,5,Vasabladet 31.12.2020,Vasabladet,Klas Fransberg
kariSalminen,59,5,Turun Sanomat 27.12.2019,Turun Sanomat,Kari Salminen
jussiHuhtala,59,4,https://www.episodi.fi/elokuvat/nuoren-naisen-muotokuva/,Episodi,Jussi Huhtala
riikkaOksanen,59,5,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/rakkaus-leimahtaa-naisten-saarella-nuoren-naisen-muotokuva-on-celine-sciamman-maalauksellinen-taidonnayte/,Kulttuuritoimitus.fi,Riikka Oksanen
nikoikonen,59,5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/viisi-tahtea-ensi-iltaleffa-nuoren-naisen-muotokuva-ehka,Me Naiset,Niko Ikonen
tuomasRantanen,59,4,https://voima.fi/kulttuuriartikkeli/nuoren-naisen-muotokuva-on-alykas-elokuva-naisten-valisesta-solidaarisuudesta-ja-taitelijan-malliaan-vangitsevasta-katseesta/,Voima,Tuomas Rantanen
martaBalaga,59,5,Episodi 1/2020,Episodi,Marta Balaga
hannuLiekso,59,4,Episodi 1/2020,Episodi,Hannu Liekso
mariaLättilä,59,4,Episodi 1/2020,Episodi,maria Lättilä
jesseRaatikainen,59,4,Episodi 1/2020,Episodi,Jesse Raatikainen
juhoTyppo,60,3,Helsingin Sanomat 20.9.2019,Helsingin Sanomat,Juho Typpö
pekkaEronen,60,4,Aamulehti 20.9.2019,Aamulehti,Pekka Eronen
jarnoLindemark,60,4,Etelä-Suomen Sanomat 20.9.2019,Etelä-Suomen Sanomat,Jarno Lindemark
saraEH,60,3,Hufvudstadsbladet 20.9.2019,Hufvudstadsbladet,Sara Ehnholm Hielm
axelÅhman,60,3,Vasabladet 20.9.2019,Vasabladet,Axel Åhman
heikkiIkonen,60,4,Hämeen Sanomat 20.9.2019,Hämeen Sanomat,Heikki Ikonen
timoAlho,60,4,Kymen Sanomat 20.9.2019,Kymen Sanomat,Timo Alho
TK,60,5,Seiska 40/2019,Seiska,T K
jussiUPellonpää,60,4,Forssan Lehti 18.10.2019,Forssan Lehti,Jussi U. Pellonpää
vpLehtonen,61,3,Helsingin Sanomat 13.12.2019,Helsingin Sanomat,Veli-Pekka Lehtonen
anttiSelkokari,61,4,Aamulehti 13.12.2019,Aamulehti,Antti Selkokari
martaBalaga,61,3,Episodi 2/2020,Episodi,Marta Balaga
jussiHuhtala,61,4,Episodi 2/2020,Episodi,Jussi Huhtala
mariaLättilä,61,3,Episodi 2/2020,Episodi,Maria Lättilä
jesseRaatikainen,61,5,Episodi 2/2020,Episodi,Jesse Raatikainen
avola,62,3,Helsingin Sanomat 27.11.2019,Helsingin Sanomat,Pertti Avola
pekkaEronen,62,3,Aamulehti 29.11.2019,Aamulehti,Pekka Eronen
päiviValotie,62,2,Turun Sanomat 29.11.2019,Turun Sanomat,Päivi Valotie
hannuLiekso,62,2,https://www.episodi.fi/elokuvat/poissa/,Episodi,Hannu Liekso
kaarinaLehtisalo,62,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/arttu-haglundin-esikoiselokuva-poissa-sisaltaa-kaikki-kulttielokuvan-ainekset/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
marttaKaukonen,62,1.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/kotimainen-nollabudjetin-scifi-elokuva-poissa-olisi-pitanyt,Me Naiset,Martta Kaukonen
akiLehti,62,3.5,https://muropaketti.com/elokuvat/arvostelu-poissa-tieteiselokuvassa-perheenisa-teleporttailee-hallitsemattomasti-ympariinsa/,Muropaketti,Aki Lehti
klasFransberg,62,3,Vasabladet 29.11.2019,Vasabladet,Klas Fransberg
pekkaEronen,63,5,Aamulehti 22.11.2019,Aamulehti,Pekka Eronen
hwRehnstöm,63,5,Turun Sanomat 22.11.2019,Turun Sanomat,Henri Waltter Rehnström
mariaLättilä,63,5,https://www.episodi.fi/elokuvat/the-irishman/,Episodi,Maria Lättilä
kaarinaLehtisalo,63,3,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/scorsese-on-aikamme-merkittavin-elokuvataiteilija-ylipitka-the-irishman-silti-melkein-epaonnistuu/,Kulttuuritoimitus.fi,Kaarina Lehtisalo
marttaKaukonen,63,5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/viisi-tahtea-scorsesen-mammuttimainen-irishman-oikea-elokuva,Me Naiset,Martta Kaukonen
akiLehti,63,5,https://muropaketti.com/elokuvat/arvostelu-odotettu-al-pacinon-ja-robert-de-niron-tahdittama-the-irishman-on-viiden-tahden-mestariteos/,Muropaketti,Aki Lehti
tuomasRantanen,63,3,https://voima.fi/kulttuuriartikkeli/the-irishman-valottaa-usan-korruptioverkkoja-joihin-ovat-sotkeutuneet-niin-politiikan-ylin-johto-ay-vaki-kuin-mafiakin/,Voima,Tuomas Rantanen
vpLehtonen,63,4,Helsingin Sanomat 22.11.2019,Helsingin Sanomat,Veli-Pekka Lehtonen
hannuBjörkbacka,63,4,Keskipohjanmaa 30.11.2019,Keskipohjanmaa,Hannu Björkbacka
martaBalaga,63,3,Episodi 2/2020,Episodi,Marta Balaga
jussiHuhtala,63,5,Episodi 2/2020,Episodi,Jussi Huhtala
nikoIkonen,63,5,Episodi 2/2020,Episodi,niko Ikonen
hannuLiekso,63,3,Episodi 2/2020,Episodi,Hannu liekso
jesseRaatikainen,63,5,Episodi 2/2020,Episodi,Jesse Raatikainen
jouniVikman,63,4,Episodi 2/2020,Episodi,Jouni Vikman
vpLehtonen,64,5,Helsingin Sanomat 22.11.2019,Helsingin Sanomat,Veli-Pekka Lehtonen
janneKaakko,64,4,Aamulehti 22.11.2019,Aamulehti,Janne Kaakko
päiviValotie,64,4,Turun Sanomat 22.11.2019,Turun Sanomat,Päivi Valotie
nikoIkonen,64,5,https://www.episodi.fi/elokuvat/system-crasher/,Episodi,Niko Ikonen
avola,65,3,Helsingin Sanomat 15.11.2019,Helsingin Sanomat,Pertti Avola
pekkaEronen,65,3,Aamulehti 15.11.2019,Aamulehti,Pekka Eronen
hwRehnstöm,65,3,Turun Sanomat 15.11.2019,Turun Sanomat,Henri Waltter Rehnström
jarnoLindemark,65,4,Etelä-Suomen Sanomat 15.11.2019,Etelä-Suomen Sanomat,Jarno Lindemark
nikoIkonen,65,4,https://www.episodi.fi/elokuvat/le-mans-66-taydella-teholla/,Episodi,Niko Ikonen
petriHänninen,65,2,https://kulttuuritoimitus.fi/kritiikit/kritiikit-elokuva/ei-mitaan-kilpa-autoilun-juhlaa-james-mangoldin-le-mans-66-kulkee-puoliteholla-ja-kasijarru-paalla/,Kulttuuritoimitus.fi,Petri Hänninen
marttaKaukonen,65,3.5,https://www.menaiset.fi/artikkeli/ihmiset-ja-ilmiot/kulttuuri/jos-haluat-jannittaa-kaksi-ja-puoli-tuntia-rystyset-valkoisina,Me Naiset,Martta Kaukonen
olliSulopuisto,65,5,https://muropaketti.com/elokuvat/elokuva-arvostelut/arvostelu-le-mans-66/,Muropaketti,Olli Sulopuisto
martaBalaga,65,3,Episodi 1/2020,Episodi,Marta Balaga
jussiHuhtala,65,4,Episodi 1/2020,Episodi,Jussi Huhtala
hannuLiekso,65,3,Episodi 1/2020,Episodi,Hannu Liekso
mariaLättilä,65,3,Episodi 1/2020,Episodi,maria Lättilä
jesseRaatikainen,65,4,Episodi 1/2020,Episodi,Jesse Raatikainen
tuomoYrittiaho,66,2,Helsingin Sanomat 15.11.2019,Helsingin Sanomat,Tuomo Yrttiaho
janneKaakko,66,3,Aamulehti 15.11.2019,Aamulehti,Janne Kaakko
päiviValotie,66,3,Turun Sanomat 15.11.2019,Turun Sanomat,Päivi Valotie
olli-mattiOinonen,66,3,Etelä-Suomen Sanomat 15.11.2019,Etelä-Suomen Sanomat,Olli-Matti Oinonen
hannuLiekso,66,3,https://www.episodi.fi/elokuvat/tarhapaiva/,Episodi,Hannu Liekso
